2026-05-21 08:49:31 [info     ] train_start                    arch=adsb device=cuda typecodes=['A320']
2026-05-21 08:49:31 [info     ] train_typecode                 typecode=A320
2026-05-21 08:49:31 [info     ] loading_data                   train_flights=1594 val_flights=247
2026-05-21 08:49:31 [warning  ] e1_column_missing              column=fdm_g_sin_gamma_ms2
2026-05-21 08:49:31 [warning  ] e1_column_missing              column=fdm_cos_gamma
2026-05-21 08:49:31 [warning  ] e1_column_missing              column=fdm_q_pa
2026-05-21 08:49:31 [warning  ] e1_column_missing              column=fdm_g_over_v
2026-05-21 08:49:31 [warning  ] e1_column_missing              column=fdm_lat_wind_ms
2026-05-21 08:49:31 [warning  ] e1_column_missing              column=fdm_drift_rad
2026-05-21 08:49:31 [warning  ] e1_column_missing              column=fdm_track_rad
2026-05-21 08:49:31 [warning  ] e1_column_missing              column=fdm_heading_diff_rad
2026-05-21 08:49:36 [warning  ] e1_column_missing              column=fdm_g_sin_gamma_ms2
2026-05-21 08:49:36 [warning  ] e1_column_missing              column=fdm_cos_gamma
2026-05-21 08:49:36 [warning  ] e1_column_missing              column=fdm_q_pa
2026-05-21 08:49:36 [warning  ] e1_column_missing              column=fdm_g_over_v
2026-05-21 08:49:36 [warning  ] e1_column_missing              column=fdm_lat_wind_ms
2026-05-21 08:49:36 [warning  ] e1_column_missing              column=fdm_drift_rad
2026-05-21 08:49:36 [warning  ] e1_column_missing              column=fdm_track_rad
2026-05-21 08:49:36 [warning  ] e1_column_missing              column=fdm_heading_diff_rad
2026-05-21 08:49:37 [info     ] data_loaded                    train_samples=58085 val_samples=9089
2026-05-21 08:49:58 [debug    ] meta_saved                     path=data/models/seq_25_seed2/meta.json
2026-05-21 08:49:58 [info     ] trainer_initialized            architecture=node_adsb_v1 device=cuda train_samples=58085 val_samples=9089
2026-05-21 08:49:58 [info     ] preloading_data_to_gpu
2026-05-21 08:49:58 [debug    ] epoch_start                    epoch=1 total_epochs=50
/data/common/dataiku/config/projects/NODEFDM/lib/python/.venv/lib/python3.12/site-packages/torch/_inductor/compile_fx.py:321: UserWarning: TensorFloat32 tensor cores for float32 matrix multiplication available but not enabled. Consider setting `torch.set_float32_matmul_precision('high')` for better performance.
  warnings.warn(
2026-05-21 08:50:22 [info     ] debug_magnitudes               norm_mean=['8403.167969', '-0.000837', '211.282059', '3.253085'] norm_std=['2293.620117', '0.040663', '34.359478', '1.247264'] ode_loss=0.295903
2026-05-21 08:50:53 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 08:51:58 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 08:52:24 [warning  ] nan_or_inf_loss                loss=nan
W0521 08:57:13.700000 2577374 torch/_dynamo/convert_frame.py:1676] [0/8] torch._dynamo hit config.recompile_limit (8)
W0521 08:57:13.700000 2577374 torch/_dynamo/convert_frame.py:1676] [0/8]    function: 'forward' (/data/common/dataiku/config/projects/NODEFDM/lib/python/packages/node-fdm/src/node_fdm/models/fdm.py:181)
W0521 08:57:13.700000 2577374 torch/_dynamo/convert_frame.py:1676] [0/8]    last reason: 0/7: tensor 'self.history['raw_alt_m']' size mismatch at index 1. expected 1, actual 2
W0521 08:57:13.700000 2577374 torch/_dynamo/convert_frame.py:1676] [0/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
W0521 08:57:13.700000 2577374 torch/_dynamo/convert_frame.py:1676] [0/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/compile/programming_model.recompilation.html
2026-05-21 08:57:14 [debug    ] meta_saved                     path=data/models/seq_25_seed2/meta.json
2026-05-21 08:57:14 [debug    ] model_saved                    epoch=1
2026-05-21 08:57:14 [info     ] epoch_complete                 epoch=1 is_best=True lr=0.0002080000000000003 total_epochs=50 train_loss=nan val_loss=0.032144
2026-05-21 08:57:14 [debug    ] epoch_start                    epoch=2 total_epochs=50
2026-05-21 09:02:45 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:02:49 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:03:11 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:03:12 [debug    ] meta_saved                     path=data/models/seq_25_seed2/meta.json
2026-05-21 09:03:12 [debug    ] model_saved                    epoch=2
2026-05-21 09:03:12 [info     ] epoch_complete                 epoch=2 is_best=True lr=0.00040600000000000266 total_epochs=50 train_loss=nan val_loss=0.026257
2026-05-21 09:03:12 [debug    ] epoch_start                    epoch=3 total_epochs=50
2026-05-21 09:06:12 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:07:47 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:08:25 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:09:09 [debug    ] meta_saved                     path=data/models/seq_25_seed2/meta.json
2026-05-21 09:09:09 [debug    ] model_saved                    epoch=3
2026-05-21 09:09:09 [info     ] epoch_complete                 epoch=3 is_best=True lr=0.0006040000000000069 total_epochs=50 train_loss=nan val_loss=0.024942
2026-05-21 09:09:09 [debug    ] epoch_start                    epoch=4 total_epochs=50
2026-05-21 09:11:09 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:11:14 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:13:25 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:15:10 [info     ] epoch_complete                 epoch=4 is_best=False lr=0.0008020000000000045 total_epochs=50 train_loss=nan val_loss=0.025259
2026-05-21 09:15:10 [debug    ] epoch_start                    epoch=5 total_epochs=50
2026-05-21 09:15:20 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:18:08 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:20:51 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:21:09 [debug    ] meta_saved                     path=data/models/seq_25_seed2/meta.json
2026-05-21 09:21:09 [debug    ] model_saved                    epoch=5
2026-05-21 09:21:09 [info     ] epoch_complete                 epoch=5 is_best=True lr=0.001 total_epochs=50 train_loss=nan val_loss=0.024767
2026-05-21 09:21:09 [debug    ] epoch_start                    epoch=6 total_epochs=50
2026-05-21 09:21:14 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:23:31 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:26:57 [warning  ] nan_or_inf_loss                loss=nan
2026-05-21 09:27:09 [info     ] epoch_complete                 epoch=6 is_best=False lr=0.0009780000000000066 total_epochs=50 train_loss=nan val_loss=0.027822
2026-05-21 09:27:09 [debug    ] epoch_start                    epoch=7 total_epochs=50
